player,final_rating_tuned,final_rating_human,final_rating_ai
Sebastien Haller,6.015783258133844,4.854071367429646,8.042302442744969
Mitchell Weiser,6.01339912036782,4.107147144893446,6.661931811288895
Georginio Wijnaldum,5.979549094181305,6.472181073766092,4.9523251054925534
Emil Forsberg,5.959027208155193,5.53216956703546,6.831381624102397
Sandro Wagner,5.93033035617203,7.476069605947875,7.440607763561179
Daryl Janmaat,5.926610462038457,6.052574335109913,6.319566089219892
Charlie Daniels,5.915991429954758,6.219415342760124,3.937167683969654
Florian Grillitsch,5.900237567388457,7.048054910398651,7.106285360658758
Matt Ritchie,5.885861158770211,7.164024389321559,5.495308129374648
Wes Morgan,5.882381987361869,7.033490545008783,4.085068215001798
Niklas Moisander,5.87957252242437,7.776662682663156,5.108289892734061
Ryan Fraser,5.815710827089703,8.262962695367492,6.2016221074639954
Tiemoue Bakayoko,5.801870217025272,4.813253852830202,7.465093752943129
James McArthur,5.789321768342585,6.413109813225626,5.118539958431004
Mario Gotze,5.784400264306466,8.400582535876245,6.414048289895793
Heurelho Gomes,5.775161071951581,7.725096870704258,4.9569047227370975
Timothy Fosu-Mensah,5.758482776269849,5.874427802275474,6.177572211755168
Federico Fernandez,5.746640869413879,4.840126957063627,6.6901473413460755
Dominique Heintz,5.741086142397416,6.3176592908505755,5.347537445223584
Matthias Ostrzolek,5.737737227691518,3.7263796041504906,4.951043356720352
Lucas Alario,5.735434746191839,5.85504362078884,7.17515059106887
Cedric Soares,5.730033064057693,5.249232130242548,3.1676608592484574
Michail Antonio,5.7263755648956405,7.002515172669484,6.230154273550564
Dennis Geiger,5.701598386718141,8.91279486483701,5.830956373631314
Dominic Calvert-Lewin,5.692258715353885,6.637009927848576,7.038266513171329
James Ward-Prowse,5.678980728835226,9.317760808021596,6.426073284028477
Gary Cahill,5.652500790677358,2.8651844647263034,6.4193354184857
Sam Vokes,5.641880897794676,5.293981931427508,5.950583702916182
Nils Petersen,5.64077146867162,7.867173881648611,7.3367650107313755
Declan Rice,5.629516322164591,6.299653804692823,6.599325457735918
Kiko Femenia,5.629313524757528,6.62167382688214,6.977691475447973
Nathan Redmond,5.623154859485355,5.976493323191814,5.3863042736798485
Leonardo Bittencourt,5.602786792482933,6.911367607046001,6.866989974879038
Marvin Bakalorz,5.598621422093689,7.354449939204821,5.101800554325271
Shane Long,5.5641790935263415,4.438619107810758,4.772476892523355
Nadiem Amiri,5.5412573148735245,8.387295535884904,6.017921543440495
Thiago,5.53789958491682,5.562655725533732,8.2598037143705
Carlos Salcedo,5.535291162131426,6.411133707598747,5.490132605627812
Karim Bellarabi,5.5293015350759145,6.396875512162465,7.055056666195659
Omer Toprak,5.510450246102932,7.232534867106794,7.001180432197397
Nicolas Hofler,5.504049664771161,4.419320735853358,5.759410331283603
Ashley Barnes,5.494835831127759,8.098775209893782,4.72500583793182
Adrian Mariappa,5.489445790099797,5.3449482765285525,6.337976397506343
Konrad Laimer,5.4502314750818,5.7591627102767955,6.159664478338464
Solly March,5.444779186027901,7.685815028702886,5.994825890501612
Gaetan Bong,5.419666140928957,4.13295480097321,4.787810260160676
Christian Kabasele,5.3819386906426185,3.498615489935139,6.863886632502866
Tommy Smith,5.36530535019682,7.798777081882736,5.535260532269569
Jack Stephens,5.335991002124182,6.195710108032397,6.021843361071338
Giulio Donati,5.330964709627862,3.1220961266503195,5.084835331514935
Mikel Merino,5.327108741007915,5.72135493577132,6.904476386218914
Salih Ozcan,5.316869801125749,3.3046810187087714,7.272762533349044
Caglar Soyuncu,5.310548532087514,6.403934293619094,5.277073275962643
Phil Jagielka,5.302828684205156,5.555653202702376,6.11823113305437
Etienne Capoue,5.287910336921902,2.459189184923969,6.3961671470998755
Ja-Cheol Koo,5.286634932829282,5.291120109946321,6.1146200473328225
Oscar Wendt,5.28478193945144,2.2495073911818406,4.575872623755839
Julian Korb,5.242908927823159,5.109329412230424,4.542359160760853
Filip Kostic,5.221188531687135,1.512574772509288,5.185698107440283
Peter Crouch,5.21742427613877,5.262533393020576,7.867533812371768
Leighton Baines,5.209896068002173,5.768163176546538,5.781964276886445
Aaron Cresswell,5.2070436774898745,5.299785193363182,4.73693844978264
Idrissa Gueye,5.1990082497901415,5.302433742953932,6.533480857630951
Lewis Cook,5.18729580290273,5.57095038463697,5.512723300132938
James McClean,5.180747598053923,5.447965759139933,6.339500671937212
Dan Gosling,5.1775443901386335,3.9309411436766286,4.72156980112438
Danny Simpson,5.173028519735086,4.592367093366752,4.529533732237301
Dwight Gayle,5.172028520573328,4.534841454068715,5.197936329263439
Jose Izquierdo,5.1691784198717095,9.901874811129384,5.201610644134919
Danilo,5.163812063013918,6.534559410068653,7.839565332837195
Jack Wilshere,5.163635587075095,6.67235912355823,6.714584172704727
Mijat Gacinovic,5.155168261804954,4.422976755641431,5.5470788980009695
Tom Cleverley,5.1526891350808235,5.3813241963040905,5.003319693598024
Andre Carrillo,5.132154976144085,6.345568074628039,4.082033564603757
Callum Wilson,5.0939029790344765,6.2162377852881265,4.492468163582493
Breel Embolo,5.039875246636226,6.201678191340674,5.330338000405218
Wayne Rooney,5.03138367258828,6.305481866568964,5.48489376066758
Joselu,5.022995103924282,1.159970802497666,6.850454241154547
Paul Verhaegh,5.01569574230739,2.8565871885366945,5.2988904034502315
Juan Mata,5.013274631324039,4.259163365898852,5.637325127046799
Stefan Ilsanker,4.974476664852617,5.852808612692274,6.893221534104717
Daniel Didavi,4.970745543509038,3.1882004950139327,6.439491948814998
Roberto Pereyra,4.939234514689566,5.441367946376856,5.221903562147793
Joao Mario,4.9331220284027815,6.9243918698355165,6.104576095061272
Rafinha,4.931151630007973,5.915204711359424,6.267788577812053
Jose Holebas,4.929839791535095,3.1487680919420624,6.266957595107316
Erik Thommy,4.9220185806180545,6.526724156330358,5.788504075211247
Steve Mounie,4.9159843221094714,5.090874580397869,6.863442424219736
Yunus Malli,4.898426979585588,2.133630307501873,6.617306599998658
Jorge Mere,4.8866205245539724,5.259908444284552,6.180645119178949
Jordon Ibe,4.872697860690085,5.801593468071903,5.3172977428519514
Nico Schulz,4.863096027195654,9.25242406398591,5.626386222822273
Max Meyer,4.846705609536624,8.185988047755922,5.984449375607396
Gotoku Sakai,4.841158595958342,2.6232898374775115,5.625049168814072
Roman Burki,4.828554458277516,9.172142454779152,3.5096256805177055
Charlie Austin,4.818136148687017,7.303286715306044,6.816790104435905
Gareth Barry,4.809480699091653,5.128164727365108,4.625912623369378
Oliver Sorg,4.7988204294454935,5.93819651045051,5.725446134596771
Ki Sung-Yueng,4.790769682998826,5.842321027729349,5.565157618382178
Shinji Kagawa,4.778185040162828,7.170070416843808,5.577220978370835
Sofiane Boufal,4.770230655852405,5.840226623287967,6.32809205669173
Chris Lowe,4.769819729309148,8.72073681628484,6.420040039960243
Asmir Begovic,4.768793913967075,6.908813246115123,2.4389921491342235
Danny Welbeck,4.763508447599856,7.16346434292877,6.133197981802802
Frederik Sorensen,4.756941787476212,2.8208551940464135,6.3760375233373505
